Installed Packages
1password.x86_64                                         8.9.14-1                             @1password                
libpcap.x86_64                                           14:1.10.2-1.fc36                     @updates                  
libpciaccess.i686                                        0.16-6.fc36                          @anaconda                 
libpciaccess.x86_64                                      0.16-6.fc36                          @anaconda                 
libpeas.x86_64                                           1.32.0-1.fc36                        @anaconda                 
libpeas-gtk.x86_64                                       1.32.0-1.fc36                        @anaconda                 
libpeas-loader-python3.x86_64                            1.32.0-1.fc36                        @anaconda                 
libphodav.x86_64                                         2.5-6.fc36                           @fedora                   
libphonenumber.x86_64                                    8.12.11-11.fc36                      @anaconda                 
libpinyin.x86_64                                         2.6.2-1.fc36                         @fedora-updates           
libpinyin-data.x86_64                                    2.6.2-1.fc36                         @fedora-updates           
libpipeline.x86_64                                       1.5.5-2.fc36                         @anaconda                 
libpkgconf.x86_64                                        1.8.0-2.fc36                         @anaconda                 
libplist.x86_64                                          2.2.0-6.fc36                         @anaconda                 
libpmem.x86_64                                           1.11.1-4.fc36                        @fedora                   
libpng.i686                                              2:1.6.37-12.fc36                     @anaconda                 
libpng.x86_64                                            2:1.6.37-12.fc36                     @anaconda                 
libpng12.i686                                            1.2.57-15.fc36                       @anaconda                 
libpng12.x86_64                                          1.2.57-15.fc36                       @anaconda                 
libportal.x86_64                                         0.5-2.fc36                           @anaconda                 
libproxy.i686                                            0.4.18-1.fc36                        @fedora-updates           
libproxy.x86_64                                          0.4.18-1.fc36                        @fedora-updates           
libproxy-webkitgtk4.x86_64                               0.4.18-1.fc36                        @fedora-updates           
libpskc.x86_64                                           2.6.7-3.fc36                         @anaconda                 
libpsl.i686                                              0.21.1-5.fc36                        @anaconda                 
libpsl.x86_64                                            0.21.1-5.fc36                        @anaconda                 
libpwquality.x86_64                                      1.4.4-7.fc36                         @anaconda                 
libqb.x86_64                                             2.0.4-3.fc36                         @fedora                   
libqmi.x86_64                                            1.30.6-1.fc36                        @fedora-updates           
libqmi-utils.x86_64                                      1.30.6-1.fc36                        @fedora-updates           
libqrcodegencpp.x86_64                                   1.8.0-1.fc36                         @updates                  
libqrtr-glib.x86_64                                      1.0.0-3.fc36                         @anaconda                 
libquadmath.x86_64                                       12.2.1-4.fc36                        @updates                  
libquadmath-devel.x86_64                                 12.2.1-4.fc36                        @updates                  
librados2.x86_64                                         2:16.2.10-1.fc36                     @updates                  
libraqm.x86_64                                           0.8.0-1.fc36                         @anaconda                 
librbd1.x86_64                                           2:16.2.10-1.fc36                     @updates                  
librdmacm.x86_64                                         39.0-1.fc36                          @fedora                   
libref_array.x86_64                                      0.1.5-50.fc36                        @anaconda                 
librepo.x86_64                                           1.15.1-1.fc36                        @updates                  
libreport.x86_64                                         2.17.4-1.fc36                        @fedora-updates           
libreport-anaconda.x86_64                                2.17.4-1.fc36                        @fedora-updates           
libreport-cli.x86_64                                     2.17.4-1.fc36                        @fedora-updates           
libreport-fedora.x86_64                                  2.17.4-1.fc36                        @fedora-updates           
libreport-filesystem.noarch                              2.17.4-1.fc36                        @fedora-updates           
libreport-gtk.x86_64                                     2.17.4-1.fc36                        @fedora-updates           
libreport-plugin-bugzilla.x86_64                         2.17.4-1.fc36                        @fedora-updates           
libreport-plugin-kerneloops.x86_64                       2.17.4-1.fc36                        @fedora-updates           
libreport-plugin-logger.x86_64                           2.17.4-1.fc36                        @fedora-updates           
libreport-plugin-reportuploader.x86_64                   2.17.4-1.fc36                        @fedora-updates           
libreport-plugin-systemd-journal.x86_64                  2.17.4-1.fc36                        @fedora-updates           
libreport-plugin-ureport.x86_64                          2.17.4-1.fc36                        @fedora-updates           
libreport-web.x86_64                                     2.17.4-1.fc36                        @fedora-updates           
libretls.x86_64                                          3.7.0-1.fc36                         @updates                  
librevenge.x86_64                                        0.0.5-3.fc36                         @updates                  
librsvg2.i686                                            2.54.5-1.fc36                        @fedora-updates           
librsvg2.x86_64                                          2.54.5-1.fc36                        @fedora-updates           
librtmp.i686                                             2.4-21.20190330.gitc5f04a5.fc36      @rpmfusion-free           
librtmp.x86_64                                           2.4-21.20190330.gitc5f04a5.fc36      @rpmfusion-free           
libsamplerate.x86_64                                     0.2.2-2.fc36                         @anaconda                 
libsane-airscan.x86_64                                   0.99.27-4.fc36                       @anaconda                 
libsane-hpaio.x86_64                                     3.22.10-3.fc36                       @updates                  
libsbc.i686                                              1.5-3.fc36                           @anaconda                 
libsbc.x86_64                                            1.5-3.fc36                           @anaconda                 
libseat.x86_64                                           0.7.0-1.fc36                         @fedora-updates           
libseccomp.x86_64                                        2.5.3-2.fc36                         @anaconda                 
libsecret.x86_64                                         0.20.5-1.fc36                        @anaconda                 
libselinux.i686                                          3.3-4.fc36                           @anaconda                 
libselinux.x86_64                                        3.3-4.fc36                           @anaconda                 
libselinux-devel.x86_64                                  3.3-4.fc36                           @anaconda                 
libselinux-utils.x86_64                                  3.3-4.fc36                           @anaconda                 
libsemanage.x86_64                                       3.3-3.fc36                           @anaconda                 
libsepol.i686                                            3.3-3.fc36                           @anaconda                 
libsepol.x86_64                                          3.3-3.fc36                           @anaconda                 
libsepol-devel.x86_64                                    3.3-3.fc36                           @anaconda                 
libshout.i686                                            2.4.3-6.fc36                         @anaconda                 
libshout.x86_64                                          2.4.3-6.fc36                         @anaconda                 
libsigc++20.x86_64                                       2.10.8-1.fc36                        @anaconda                 
libsigsegv.x86_64                                        2.14-2.fc36                          @anaconda                 
libslirp.x86_64                                          4.6.1-3.fc36                         @anaconda                 
libsmartcols.x86_64                                      2.38-1.fc36                          @fedora-updates           
libsmbclient.x86_64                                      2:4.16.8-1.fc36                      @updates                  
libsmbios.x86_64                                         2.4.3-5.fc36                         @anaconda                 
libsndfile.i686                                          1.1.0-4.fc36                         @fedora-updates           
libsndfile.x86_64                                        1.1.0-4.fc36                         @fedora-updates           
libsodium.x86_64                                         1.0.18-9.fc36                        @anaconda                 
libsolv.x86_64                                           0.7.22-1.fc36                        @fedora-updates           
libsoup.i686                                             2.74.2-2.fc36                        @anaconda                 
libsoup.x86_64                                           2.74.2-2.fc36                        @anaconda                 
libsoup3.x86_64                                          3.0.7-1.fc36                         @fedora-updates           
libspectre.x86_64                                        0.2.9-6.fc36                         @anaconda                 
libsrtp.i686                                             2.3.0-8.fc36                         @anaconda                 
libsrtp.x86_64                                           2.3.0-8.fc36                         @anaconda                 
libss.x86_64                                             1.46.5-2.fc36                        @anaconda                 
libssh.i686                                              0.9.6-4.fc36                         @anaconda                 
libssh.x86_64                                            0.9.6-4.fc36                         @anaconda                 
libssh-config.noarch                                     0.9.6-4.fc36                         @anaconda                 
libssh2.x86_64                                           1.10.0-4.fc36                        @anaconda                 
libsss_certmap.x86_64                                    2.7.4-1.fc36                         @fedora-updates           
libsss_idmap.x86_64                                      2.7.4-1.fc36                         @fedora-updates           
libsss_nss_idmap.x86_64                                  2.7.4-1.fc36                         @fedora-updates           
libsss_sudo.x86_64                                       2.7.4-1.fc36                         @fedora-updates           
libstdc++.i686                                           12.2.1-4.fc36                        @updates                  
libstdc++.x86_64                                         12.2.1-4.fc36                        @updates                  
libstdc++-devel.x86_64                                   12.2.1-4.fc36                        @updates                  
libstemmer.i686                                          0-18.585svn.fc36                     @anaconda                 
libstemmer.x86_64                                        0-18.585svn.fc36                     @anaconda                 
libtalloc.x86_64                                         2.3.4-1.fc36                         @fedora-updates           
libtasn1.i686                                            4.19.0-1.fc36                        @updates                  
libtasn1.x86_64                                          4.19.0-1.fc36                        @updates                  
libtdb.i686                                              1.4.7-1.fc36                         @fedora-updates           
libtdb.x86_64                                            1.4.7-1.fc36                         @fedora-updates           
libteam.x86_64                                           1.31-5.fc36                          @anaconda                 
libtermkey.x86_64                                        0.22-2.fc36                          @fedora                   
libtevent.x86_64                                         0.12.1-1.fc36                        @fedora-updates           
libthai.i686                                             0.1.29-2.fc36                        @anaconda                 
libthai.x86_64                                           0.1.29-2.fc36                        @anaconda                 
libtheora.i686                                           1:1.1.1-31.fc36                      @anaconda                 
libtheora.x86_64                                         1:1.1.1-31.fc36                      @anaconda                 
libtiff.i686                                             4.4.0-4.fc36                         @fedora-updates           
libtiff.x86_64                                           4.4.0-4.fc36                         @fedora-updates           
libtimezonemap.x86_64                                    0.4.5.1-11.fc36                      @anaconda                 
libtirpc.i686                                            1.3.3-0.fc36                         @fedora-updates           
libtirpc.x86_64                                          1.3.3-0.fc36                         @fedora-updates           
libtomcrypt.x86_64                                       1.18.2-14.fc36                       @anaconda                 
libtommath.x86_64                                        1.2.0-7.fc36                         @anaconda                 
libtool-ltdl.i686                                        2.4.7-1.fc36                         @fedora-updates           
libtool-ltdl.x86_64                                      2.4.7-1.fc36                         @fedora-updates           
libtpms.x86_64                                           0.9.5-1.fc36                         @updates                  
libtracker-sparql.i686                                   3.3.3-1.fc36                         @fedora-updates           
libtracker-sparql.x86_64                                 3.3.3-1.fc36                         @fedora-updates           
libtree-sitter.x86_64                                    0.20.7-1.fc36                        @updates                  
libudfread.i686                                          1.1.2-3.fc36                         @fedora                   
libudfread.x86_64                                        1.1.2-3.fc36                         @anaconda                 
libudisks2.x86_64                                        2.9.4-4.fc36                         @anaconda                 
libunistring.i686                                        1.0-1.fc36                           @anaconda                 
libunistring.x86_64                                      1.0-1.fc36                           @anaconda                 
libunity.x86_64                                          7.1.4-28.20190319.fc36               @anaconda                 
libunwind.i686                                           1.6.2-2.fc36                         @anaconda                 
libunwind.x86_64                                         1.6.2-2.fc36                         @anaconda                 
liburing.x86_64                                          2.0-3.fc36                           @anaconda                 
libusb1.i686                                             1.0.25-8.fc36                        @anaconda                 
libusb1.x86_64                                           1.0.25-8.fc36                        @anaconda                 
libusbmuxd.x86_64                                        2.0.2-6.fc36                         @anaconda                 
libuser.x86_64                                           0.63-10.fc36                         @anaconda                 
libutempter.x86_64                                       1.2.1-6.fc36                         @anaconda                 
libuuid.i686                                             2.38-1.fc36                          @fedora-updates           
libuuid.x86_64                                           2.38-1.fc36                          @fedora-updates           
libuv.x86_64                                             1:1.44.2-1.fc36                      @fedora-updates           
libv4l.i686                                              1.22.1-2.fc36                        @anaconda                 
libv4l.x86_64                                            1.22.1-2.fc36                        @anaconda                 
libva.i686                                               2.14.0-1.fc36                        @anaconda                 
libva.x86_64                                             2.14.0-1.fc36                        @anaconda                 
libva-intel-driver.x86_64                                2.4.1-8.fc36                         @rpmfusion-free           
libva-intel-hybrid-driver.x86_64                         1.0.2-22.fc36                        @anaconda                 
libvdpau.i686                                            1.5-1.fc36                           @anaconda                 
libvdpau.x86_64                                          1.5-1.fc36                           @anaconda                 
libverto.i686                                            0.3.2-3.fc36                         @anaconda                 
libverto.x86_64                                          0.3.2-3.fc36                         @anaconda                 
libverto-libev.x86_64                                    0.3.2-3.fc36                         @fedora                   
libvirt.x86_64                                           8.1.0-2.fc36                         @fedora                   
libvirt-client.x86_64                                    8.1.0-2.fc36                         @fedora                   
libvirt-daemon.x86_64                                    8.1.0-2.fc36                         @fedora                   
libvirt-daemon-config-network.x86_64                     8.1.0-2.fc36                         @fedora                   
libvirt-daemon-config-nwfilter.x86_64                    8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-interface.x86_64                   8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-libxl.x86_64                       8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-lxc.x86_64                         8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-network.x86_64                     8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-nodedev.x86_64                     8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-nwfilter.x86_64                    8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-qemu.x86_64                        8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-secret.x86_64                      8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage.x86_64                     8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-core.x86_64                8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-disk.x86_64                8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-gluster.x86_64             8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-iscsi.x86_64               8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-iscsi-direct.x86_64        8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-logical.x86_64             8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-mpath.x86_64               8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-rbd.x86_64                 8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-scsi.x86_64                8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-sheepdog.x86_64            8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-storage-zfs.x86_64                 8.1.0-2.fc36                         @fedora                   
libvirt-daemon-driver-vbox.x86_64                        8.1.0-2.fc36                         @fedora                   
libvirt-daemon-kvm.x86_64                                8.1.0-2.fc36                         @fedora                   
libvirt-devel.x86_64                                     8.1.0-2.fc36                         @fedora                   
libvirt-glib.x86_64                                      4.0.0-4.fc36                         @fedora                   
libvirt-libs.x86_64                                      8.1.0-2.fc36                         @fedora                   
libvisual.i686                                           1:0.4.0-35.fc36                      @anaconda                 
libvisual.x86_64                                         1:0.4.0-35.fc36                      @anaconda                 
libvmaf.x86_64                                           2.3.0-3.fc36                         @anaconda                 
libvncserver.x86_64                                      0.9.13-12.fc36                       @anaconda                 
libvorbis.i686                                           1:1.3.7-5.fc36                       @anaconda                 
libvorbis.x86_64                                         1:1.3.7-5.fc36                       @anaconda                 
libvpx.i686                                              1.11.0-1.fc36                        @anaconda                 
libvpx.x86_64                                            1.11.0-1.fc36                        @anaconda                 
libvterm.x86_64                                          0.3-1.fc36                           @updates                  
libwacom.x86_64                                          2.2.0-1.fc36                         @fedora-updates           
libwacom-data.noarch                                     2.2.0-1.fc36                         @fedora-updates           
libwayland-client.i686                                   1.21.0-1.fc36                        @updates                  
libwayland-client.x86_64                                 1.21.0-1.fc36                        @updates                  
libwayland-cursor.i686                                   1.21.0-1.fc36                        @updates                  
libwayland-cursor.x86_64                                 1.21.0-1.fc36                        @updates                  
libwayland-egl.i686                                      1.21.0-1.fc36                        @updates                  
libwayland-egl.x86_64                                    1.21.0-1.fc36                        @updates                  
libwayland-server.i686                                   1.21.0-1.fc36                        @updates                  
libwayland-server.x86_64                                 1.21.0-1.fc36                        @updates                  
libwbclient.x86_64                                       2:4.16.8-1.fc36                      @updates                  
libwebp.i686                                             1.3.0-1.fc36                         @updates                  
libwebp.x86_64                                           1.3.0-1.fc36                         @updates                  
libwinpr.x86_64                                          2:2.9.0-1.fc36                       @updates                  
libwmf-lite.x86_64                                       0.2.12-8.fc36                        @anaconda                 
libwnck3.x86_64                                          43.0-3.fc36                          @updates                  
libwpd.x86_64                                            0.10.3-10.fc36                       @anaconda                 
libwpe.x86_64                                            1.12.0-3.fc36                        @anaconda                 
libwpg.x86_64                                            0.3.3-8.fc36                         @anaconda                 
libwsman1.x86_64                                         2.7.1-3.fc36                         @fedora                   
libxcb.i686                                              1.13.1-9.fc36                        @anaconda                 
libxcb.x86_64                                            1.13.1-9.fc36                        @anaconda                 
libxcb-devel.x86_64                                      1.13.1-9.fc36                        @fedora                   
libxcrypt.i686                                           4.4.33-4.fc36                        @updates                  
libxcrypt.x86_64                                         4.4.33-4.fc36                        @updates                  
libxcrypt-compat.i686                                    4.4.33-4.fc36                        @updates                  
libxcrypt-compat.x86_64                                  4.4.33-4.fc36                        @updates                  
libxcrypt-devel.x86_64                                   4.4.33-4.fc36                        @updates                  
libxcvt.x86_64                                           0.1.2-1.fc36                         @fedora-updates           
libxdo.x86_64                                            1:3.20211022.1-1.fc36                @updates                  
libxkbcommon.i686                                        1.4.0-1.fc36                         @anaconda                 
libxkbcommon.x86_64                                      1.4.0-1.fc36                         @anaconda                 
libxkbcommon-x11.x86_64                                  1.4.0-1.fc36                         @anaconda                 
libxkbfile.x86_64                                        1.1.0-8.fc36                         @anaconda                 
libxklavier.x86_64                                       5.4-20.fc36                          @anaconda                 
libxml2.i686                                             2.10.3-2.fc36                        @updates                  
libxml2.x86_64                                           2.10.3-2.fc36                        @updates                  
libxmlb.x86_64                                           0.3.10-1.fc36                        @fedora-updates           
libxshmfence.i686                                        1.3-10.fc36                          @anaconda                 
libxshmfence.x86_64                                      1.3-10.fc36                          @anaconda                 
libxslt.x86_64                                           1.1.37-1.fc36                        @fedora-updates           
libyaml.x86_64                                           0.2.5-7.fc36                         @anaconda                 
libyubikey.x86_64                                        1.13-17.fc36                         @anaconda                 
libzhuyin.x86_64                                         2.6.2-1.fc36                         @fedora-updates           
libzstd.i686                                             1.5.2-2.fc36                         @fedora-updates           
libzstd.x86_64                                           1.5.2-2.fc36                         @fedora-updates           
lilv-libs.i686                                           0.24.12-5.fc36                       @fedora                   
lilv-libs.x86_64                                         0.24.12-5.fc36                       @fedora                   
linux-atm-libs.x86_64                                    2.5.1-31.fc36                        @fedora                   
linux-firmware.noarch                                    20221214-142.fc36                    @nobara-baseos            
linux-firmware-whence.noarch                             20221214-142.fc36                    @nobara-baseos            
lksctp-tools.x86_64                                      1.0.18-12.fc36                       @fedora                   
llvm.x86_64                                              14.0.5-1.fc36                        @fedora-updates           
llvm-libs.i686                                           14.0.5-1.fc36                        @fedora-updates           
llvm-libs.x86_64                                         14.0.5-1.fc36                        @fedora-updates           
lm_sensors.x86_64                                        3.6.0-11.fc36                        @anaconda                 
lm_sensors-libs.x86_64                                   3.6.0-11.fc36                        @anaconda                 
lmdb.x86_64                                              0.9.29-3.fc36                        @anaconda                 
lmdb-libs.x86_64                                         0.9.29-3.fc36                        @anaconda                 
lockdev.i686                                             1.0.4-0.37.20111007git.fc36          @anaconda                 
lockdev.x86_64                                           1.0.4-0.37.20111007git.fc36          @anaconda                 
logrotate.x86_64                                         3.20.1-2.fc36                        @fedora-updates           
lohit-assamese-fonts.noarch                              2.91.5-13.fc36                       @anaconda                 
lohit-bengali-fonts.noarch                               2.91.5-13.fc36                       @anaconda                 
lohit-devanagari-fonts.noarch                            2.95.5-3.fc36                        @anaconda                 
lohit-gujarati-fonts.noarch                              2.92.4-13.fc36                       @anaconda                 
lohit-kannada-fonts.noarch                               2.5.4-12.fc36                        @anaconda                 
lohit-marathi-fonts.noarch                               2.94.2-14.fc36                       @anaconda                 
lohit-odia-fonts.noarch                                  2.91.2-13.fc36                       @anaconda                 
lohit-tamil-fonts.noarch                                 2.91.3-13.fc36                       @anaconda                 
lohit-telugu-fonts.noarch                                2.5.5-12.fc36                        @anaconda                 
low-memory-monitor.x86_64                                2.1-5.fc36                           @anaconda                 
lpf.noarch                                               0.3-3.fc36                           @fedora                   
lpf-xone-firmware.noarch                                 0.2-3.fc36                           @nobara-baseos            
lrzsz.x86_64                                             0.12.20-55.fc36                      @anaconda                 
lsof.x86_64                                              4.94.0-3.fc36                        @anaconda                 
lsscsi.x86_64                                            0.32-5.fc36                          @fedora                   
lttng-ust.x86_64                                         2.13.1-2.fc36                        @fedora                   
lua.x86_64                                               5.4.4-7.fc36                         @updates                  
lua-libs.x86_64                                          5.4.4-7.fc36                         @updates                  
lua-posix.x86_64                                         35.1-1.fc36                          @fedora                   
lua-srpm-macros.noarch                                   1-6.fc36                             @anaconda                 
luajit.x86_64                                            2.1.0-0.25beta3.fc36                 @updates                  
luajit2.1-luv.x86_64                                     1.44.2.1-1.fc36                      @updates                  
lutris.x86_64                                            0.5.11-2.fc36                        @nobara-baseos            
lv2.x86_64                                               1.18.2-2.fc36                        @fedora                   
lvm2.x86_64                                              2.03.11-7.fc36                       @anaconda                 
lvm2-dbusd.noarch                                        2.03.11-7.fc36                       @anaconda                 
lvm2-libs.x86_64                                         2.03.11-7.fc36                       @anaconda                 
lz4-libs.i686                                            1.9.3-4.fc36                         @anaconda                 
lz4-libs.x86_64                                          1.9.3-4.fc36                         @anaconda                 
lzo.x86_64                                               2.10-6.fc36                          @anaconda                 
lzop.x86_64                                              1.04-8.fc36                          @fedora                   
m17n-db.noarch                                           1.8.0-26.fc36                        @fedora-updates           
m17n-lib.x86_64                                          1.8.0-12.fc36                        @anaconda                 
m4.x86_64                                                1.4.19-3.fc36                        @fedora                   
mactel-boot.x86_64                                       0.9-26.fc36                          @anaconda                 
mailcap.noarch                                           2.1.53-3.fc36                        @anaconda                 
make.x86_64                                              1:4.3-7.fc36                         @anaconda                 
malcontent.x86_64                                        0.10.3-2.fc36                        @anaconda                 
malcontent-control.x86_64                                0.10.3-2.fc36                        @anaconda                 
malcontent-libs.x86_64                                   0.10.3-2.fc36                        @anaconda                 
malcontent-ui-libs.x86_64                                0.10.3-2.fc36                        @anaconda                 
man-db.x86_64                                            2.10.0-3.fc36                        @anaconda                 
man-pages.noarch                                         5.13-4.fc36                          @fedora-updates           
mangohud.i686                                            0.6.8-4.fc36                         @nobara-baseos-multilib   
mangohud.x86_64                                          0.6.8-4.fc36                         @nobara-baseos            
mariadb.x86_64                                           3:10.5.18-1.fc36                     @updates                  
mariadb-backup.x86_64                                    3:10.5.18-1.fc36                     @updates                  
mariadb-common.x86_64                                    3:10.5.18-1.fc36                     @updates                  
mariadb-connector-c.x86_64                               3.2.7-1.fc36                         @fedora-updates           
mariadb-connector-c-config.noarch                        3.2.7-1.fc36                         @fedora-updates           
mariadb-cracklib-password-check.x86_64                   3:10.5.18-1.fc36                     @updates                  
mariadb-embedded.x86_64                                  3:10.5.18-1.fc36                     @updates                  
mariadb-errmsg.x86_64                                    3:10.5.18-1.fc36                     @updates                  
mariadb-gssapi-server.x86_64                             3:10.5.18-1.fc36                     @updates                  
mariadb-server.x86_64                                    3:10.5.18-1.fc36                     @updates                  
mariadb-server-utils.x86_64                              3:10.5.18-1.fc36                     @updates                  
mbedtls.x86_64                                           2.28.2-1.fc36                        @updates                  
mcelog.x86_64                                            3:175-4.fc36                         @anaconda                 
mdadm.x86_64                                             4.2-1.fc36                           @anaconda                 
mdevctl.x86_64                                           1.2.0-1.fc36                         @updates                  
media-player-info.noarch                                 23-10.fc36                           @anaconda                 
mediawriter.x86_64                                       5.0.4-1.fc36                         @updates                  
memstrack.x86_64                                         0.2.4-2.fc36                         @anaconda                 
memtest86+.x86_64                                        5.31-0.6.beta.fc36                   @anaconda                 
mesa-demos.x86_64                                        8.4.0-13.20210504git0f9e7d9.fc36     @anaconda                 
mesa-dri-drivers.i686                                    22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-dri-drivers.x86_64                                  22.3.1-1.fc36                        @nobara-baseos            
mesa-filesystem.i686                                     22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-filesystem.x86_64                                   22.3.1-1.fc36                        @nobara-baseos            
mesa-libEGL.i686                                         22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-libEGL.x86_64                                       22.3.1-1.fc36                        @nobara-baseos            
mesa-libEGL-devel.x86_64                                 22.3.1-1.fc36                        @nobara-baseos            
mesa-libGL.i686                                          22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-libGL.x86_64                                        22.3.1-1.fc36                        @nobara-baseos            
mesa-libGLU.i686                                         9.0.2-0.1.20220827.gitcbbff88.fc36   @nobara-baseos-multilib   
mesa-libGLU.x86_64                                       9.0.2-0.1.20220827.gitcbbff88.fc36   @nobara-baseos            
mesa-libOSMesa.i686                                      22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-libOSMesa.x86_64                                    22.3.1-1.fc36                        @nobara-baseos            
mesa-libgbm.i686                                         22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-libgbm.x86_64                                       22.3.1-1.fc36                        @nobara-baseos            
mesa-libglapi.i686                                       22.3.1-1.fc36                        @nobara-baseos-multilib   
mesa-libglapi.x86_64                                     22.3.1-1.fc36                        @nobara-baseos            
mesa-libxatracker.x86_64                                 22.3.1-1.fc36                        @nobara-baseos            
mesa-vulkan-drivers.i686                                 22.4.0-git.20221226.bb4aa8a.fc36     @nobara-baseos-multilib   
mesa-vulkan-drivers.x86_64                               22.4.0-git.20221226.bb4aa8a.fc36     @nobara-baseos            
microcode_ctl.x86_64                                     2:2.1-51.1.fc36                      @fedora-updates           
minizip-compat.x86_64                                    1.2.11-33.fc36                       @updates                  
mjpegtools-libs.i686                                     2.2.1-2.fc36                         @rpmfusion-free           
mjpegtools-libs.x86_64                                   2.2.1-2.fc36                         @rpmfusion-free           
mkfontscale.x86_64                                       1.2.1-4.fc36                         @anaconda                 
mkpasswd.x86_64                                          5.5.15-1.fc36                        @updates                  
mobile-broadband-provider-info.noarch                    20210805-2.fc36                      @anaconda                 
mock.noarch                                              3.5-1.fc36                           @updates                  
mock-core-configs.noarch                                 37.9-1.fc36                          @updates                  
mock-filesystem.noarch                                   3.5-1.fc36                           @updates                  
mod_dnssd.x86_64                                         0.6-26.fc36                          @anaconda                 
mod_http2.x86_64                                         2.0.9-1.fc36                         @updates                  
mod_lua.x86_64                                           2.4.54-3.fc36                        @fedora-updates           
mokutil.x86_64                                           2:0.6.0-3.fc36                       @fedora-updates           
mozilla-filesystem.x86_64                                1.9-28.fc36                          @anaconda                 
mozilla-openh264.x86_64                                  2.3.1-1.fc36                         @fedora-cisco-openh264    
mozjs91.x86_64                                           91.13.0-1.fc36                       @fedora-updates           
mpage.x86_64                                             2.5.7-13.fc36                        @anaconda                 
mpdecimal.x86_64                                         2.5.1-3.fc36                         @anaconda                 
mpfr.x86_64                                              4.1.0-9.fc36                         @anaconda                 
mpg123-libs.i686                                         1.31.2-1.fc36                        @updates                  
mpg123-libs.x86_64                                       1.31.2-1.fc36                        @updates                  
mscore-bc-fonts.noarch                                   3.6.2-13.fc36                        @updates                  
mscore-edwin-fonts.noarch                                3.6.2-13.fc36                        @updates                  
mscore-fonts.noarch                                      3.6.2-13.fc36                        @updates                  
mscore-fonts-all.noarch                                  3.6.2-13.fc36                        @updates                  
mscore-gootville-fonts.noarch                            3.6.2-13.fc36                        @updates                  
